source,link,date,grade,scoreType,text,upThumbs,totalThumbs,helpfulness
anykey_,http://www.metacritic.com/user/anykey_,"Jan 31, 2023",10,Positive,"Oh god, this is a great game.  Cool slasher, cool musical accompaniment, written by Bethesda composers and other musicians.  This is the Sunset Overdrive 2 that will never happen, because the Sony PlayStation is not interested in such small games.  But that Tango Gameworks made.In general, I would not say that the game is small.  It lasted me 20+ hours.  Art direction, graphics, everything is very pleasing.  I hope this rhythm slasher comes to Nintendo Switch.  Still, in my opinion, it is not enough to be able to add your own music and go through different levels from this game with it.  But, I will definitely replay it on higher difficulties.  They also deliver replies.  Of the notable ones - JoJo, TTGL, the plot is almost the same as in any anime, references to Japanese games and Space Channel Five.  In general, 10 out of 10. I wish there were more such fun games.  It's a pity that this game didn't come out last year.  Then Bayonetta 3 would have a competitor.The technical condition is almost normal, but sometimes frames drop or the game crashes with a FATAL ERROR error.  Hope this gets fixed soon.",1,1,1.0
BobsYourUncle,http://www.metacritic.com/user/BobsYourUncle,"Mar 19, 2023",4,Negative,"I partly enjoyed my time with Hi Fi Rush but the lack of enemy variety, uninspired dialogue (especially the robots), stale text logs that attempt to build up this dystopian-lite world, and too similar environments make it an overall bad experience. I beat the first boss fight thinking, “Hey that was kinda fun!” but then it went right back to the unbearable snarky meta humor that is exhaustingly pervasive in superhero movies that I had to peace out. I couldn’t picture myself every caring for the peppy irreverent main character and I don’t get the appeal honestly. It’s an extremely polished experience I’ll give it that. Not a single bug, just boring beyond belief.",1,1,1.0
italo998,http://www.metacritic.com/user/italo998,"Jan 26, 2023",10,Positive,"I'm in love with this game, I expected nothing but it delivered everything! We can see this is a game made with love",1,1,1.0
Braedon1414,http://www.metacritic.com/user/Braedon1414,"Jan 26, 2023",10,Positive,Such a good game that is all! Tango thank you I needed this game you guys did amazing and are amazing!,1,1,1.0
Marc_os,http://www.metacritic.com/user/Marc_os,"Jan 26, 2023",10,Positive,"BELLO!! Simplemente no lo esperaba. Absolutamente maravilloso, y vaya forma de presentarlo eeeh!!",1,1,1.0
Spazemuseum,http://www.metacritic.com/user/Spazemuseum,"Jan 27, 2023",10,Positive,"Exactly what I was looking for! I love this cel' shading graphics and coupled with the gameplay which plays very well!  The camera controls are very good, the dialogues are sometimes funny and the music and the setting are fantastic!  Since the combat system also emphasizes rhythmic beats, it makes the game much more creative and to my surprise, it works surprisingly well! I don't have any criticism that struck me as negative. In my opinion one of the best games of its kind!",1,1,1.0
Kosega,http://www.metacritic.com/user/Kosega,"Jan 26, 2023",10,Positive,Incredible Surprise from Tango. Simple and fun. A hacknslash with fantastic art.,1,1,1.0
mezokaSAN,http://www.metacritic.com/user/mezokaSAN,"Jan 26, 2023",10,Positive,Very fun game . .. . . ... ......................................,1,1,1.0
MajorKB,http://www.metacritic.com/user/MajorKB,"Jan 28, 2023",10,Positive,adore this game if only its a niche title but absolutely wonderful game hopefully it can get a sequel and Xbox should start making even more of these niche games like this alongside there AAA games and tango game works starts making AAA horror games alongside these niche games,1,1,1.0
hyeryong,http://www.metacritic.com/user/hyeryong,"Jan 27, 2023",10,Positive,"played for 2 hours and it was so much fun.it's pretty easy and it's got a lot of action. It was a surprise launch today and I was flustered about what game it was, but I'm glad it came out better than I thought.",1,1,1.0
HiddenDev,http://www.metacritic.com/user/HiddenDev,"Jan 28, 2023",10,Positive,"We need more games like this! The combat system is fun, the animation and art style have a lot of personality and gameplay is really unique!, I still can’t believe this game was free on gamepass out of the blue!",1,1,1.0
Ulriken,http://www.metacritic.com/user/Ulriken,"Jan 28, 2023",10,Positive,"A very good surprise without all the usual pre-launch drama. Feel-good game, extremely good visuals, music, and mechanics.",1,1,1.0
uncleblazer,http://www.metacritic.com/user/uncleblazer,"Feb  3, 2023",8,Positive,"another great game on gamepass! blown away they shadow dropped it, what else is xbox not showing us! solid combat that doesnt require you to use the music mechanic but it feels so good when you get it. music is pretty good especially the boss music. hope there is a plan for a longer more fleshed out sequel.",1,1,1.0
Thrftshopper,http://www.metacritic.com/user/Thrftshopper,"Jan 27, 2023",8,Positive,"Good game, no 10 out of 10, but solid. The animation style is cool, the music is banging, and the story is fun. The controls are a bit wonky and, on occasion, the rhythmic requirements are a bit of a hindrance. I really liked it though, 8/10.",1,1,1.0
Sweetwolfx,http://www.metacritic.com/user/Sweetwolfx,"Jan 26, 2023",10,Positive,"The best game I've played this year absolutely wonderful, its graphics, its gameplays, its humor and its aesthetics make me have a lot of fun, The main character has a lot of personality make me enjoy listening to him",1,1,1.0
Msmrls72,http://www.metacritic.com/user/Msmrls72,"Jan 29, 2023",10,Positive,Hi Fi Rush completely change my perception of rhythm-based games! Definitely something I can pick up and play anywhere,1,1,1.0
Sergiox24,http://www.metacritic.com/user/Sergiox24,"Jan 28, 2023",10,Positive,"It's beautiful, spectacular and super fun... for a long time I was needing a game this great and that would allow me to enjoy a game without the competitiveness of Battle royale",1,1,1.0
SpikeVexid,http://www.metacritic.com/user/SpikeVexid,"Jan 27, 2023",10,Positive,"Jogo fantástico, com uma gameplay maravilhosa, em terceira pessoa (coisa que falta demais na biblioteca exclusiva do xbox que se concentra en shooter e FPS) usando o cel-shading como eu sempre esperei que usassem nesses anos todos onde foi usado mais por empresas indies ou jogos medianos, e o melhor de tudo que está DUBLADO EM PORTUGUÊS. Espero mais e mais jogos assim no xbox, com menos armas de fogo e FPS e mais criatividade na gameplay. parabéns Tango!",1,1,1.0
Higgs8D,http://www.metacritic.com/user/Higgs8D,"Jan 27, 2023",10,Positive,Where were you when Microsoft shadow-dropped the GOTY 2023?WP Tango Gameworks.,1,1,1.0
Imanhashemi,http://www.metacritic.com/user/Imanhashemi,"Jan 26, 2023",10,Positive,Fantastic game and so funny with great game play and nice music . I love that Thank you tango games. when i play this game i cant stop smiling and snaping . good story . great art graphic,1,1,1.0
Sxcrxm,http://www.metacritic.com/user/Sxcrxm,"Jan 26, 2023",10,Positive,"C gran juegazo, entretenido la verdad, como siempre xGod, no tardan los ardiditos en ponerle el 0 de cal.",1,1,1.0
FirefiftyNine,http://www.metacritic.com/user/FirefiftyNine,"Jan 26, 2023",10,Positive,"One of those games you can’t put down. The music is great, and the game oozes with color and life. Highly recommend!",1,1,1.0
emersonpereiras,http://www.metacritic.com/user/emersonpereiras,"Jan 26, 2023",10,Positive,"O jogo extremamente divertido, engraçado, a estrutura colorida a a forma de animação com uma divertida histórica junto com uma grandiosa dublagem transforma o jogo essencial para todos. Você vai rir demais e pulsar como os combos aliados ao pulso musical.",1,1,1.0
Qseruz,http://www.metacritic.com/user/Qseruz,"Jan 26, 2023",10,Positive,"Best game of 2023 so far, I'm really enjoying it a lot and think that the way they're handling the rhythm genre is a lot better than most others",1,1,1.0
Oswsolid,http://www.metacritic.com/user/Oswsolid,"Jan 26, 2023",10,Positive,"Hermoso juego, esperemos que Tango haga mas juegos en paralelos con los de terror.",1,1,1.0
Cronos32,http://www.metacritic.com/user/Cronos32,"Jan 26, 2023",10,Positive,very fun game recommended very good graphic with great animation if you liked sunset overdrive this is your game,1,1,1.0
Nelmort,http://www.metacritic.com/user/Nelmort,"Jan 26, 2023",10,Positive,"Un juegazo, muy entretenido y recomendable con audífonos, puede ser perfectamente un primer juego ya que es muy explicativo",1,1,1.0
SherrindFord7,http://www.metacritic.com/user/SherrindFord7,"Jan 26, 2023",10,Positive,"Juegazo. De principio no le tuve mucha fé en el Xbox Developer. Es más, pensé que sería un juego de una tarde y ya. Pero luego con calma lo descargue y fue un vicio de inmediato. Amo la música pero este juego tiene un carisma que te atrae de inmediato. No es como algunos juegos que empieza bueno luego de unas 3 horas sino que desde el comienzo desenfadado encanta.",1,1,1.0
Select,http://www.metacritic.com/user/Select,"Jan 31, 2023",10,Positive,"Jogo absurdamente divertido, animação e gráfico incríveis! Extremamente bem feito, da pra ver o capricho dos devs nesse jogo.",1,1,1.0
Cx90,http://www.metacritic.com/user/Cx90,"Jan 26, 2023",10,Positive,The best fun i ever had in a whileGreat animationGreat music selectionGreat character design,1,1,1.0
Seu04,http://www.metacritic.com/user/Seu04,"Jan 26, 2023",9,Positive,En su cara piperos y eso q apenas empezó el año que larga se les va hacer la generación,1,1,1.0
alonegamer5623,http://www.metacritic.com/user/alonegamer5623,"Jan 26, 2023",9,Positive,xbox series x::: i realy like Hi Fi Rush i never seen like this game graphics 9.5gameplay 8music 9,1,1,1.0
Zakaria69472jsj,http://www.metacritic.com/user/Zakaria69472jsj,"Jan 26, 2023",10,Positive,لعبة تستحق العب جديد كليا ومتوفر على الكيم باس لن تندم اذ قمت بتجربتهلعية مميزة وجديد كليا,1,1,1.0
Flayer1,http://www.metacritic.com/user/Flayer1,"Jan 26, 2023",10,Positive,"combate intenso, trilha sonora fantástica, chefes memoráveis, art style impecável, simplesmente perfeito, joguem!",1,1,1.0
Icalsan,http://www.metacritic.com/user/Icalsan,"Jan 26, 2023",9,Positive,Una gozada de principio a fin. Más juegos asi y Xbox puede tener un año magnífico.,1,1,1.0
Gabriel243b,http://www.metacritic.com/user/Gabriel243b,"Jan 26, 2023",10,Positive,Jogo divertido que te prende e faz querer continuar jogando e não parar.Nota 10,1,1,1.0
vahebpunk,http://www.metacritic.com/user/vahebpunk,"Jan 27, 2023",10,Positive,"Es todo lo que un juego de ritmo debe ser increible, gráficos lindos mecánicas interesantes y variadas",1,1,1.0
giamleb,http://www.metacritic.com/user/giamleb,"Jan 27, 2023",10,Positive,"Espectacular, es lo más original que he jugado en mucho tiempo, musica muy buena, jugabilidad buena, su arte es magnifico y en español latino, dinámico y bien optimizado. Lo recomiendo ampliamente.",1,1,1.0
Stanjov,http://www.metacritic.com/user/Stanjov,"Jan 27, 2023",10,Positive,"Esta critica es para compensar los 0 y 1 que están poniendo los desgraciados que no tienen otra cosa que hacer que entrar aquí y desprestigiar el buen trabajo de una desarrolladora que ha demostrado con este juego que puede hacer juegazos más allá del género que estaban cultivando. Para mí es un juego de 9, y un 10 para como lo han presentado. STOP HATERS, METACRITIC DO SOMETHING",1,1,1.0
Base-PrimeMover,http://www.metacritic.com/user/Base-PrimeMover,"Jan 27, 2023",9,Positive,"This game is the very definition for a game in my opinion. It reminds me of titles of yesteryear from the GameCube/Xbox/Dreamcast/ps2 era but with a modern polish. A rhythm based action title with visual cues that bring me back to jet grind radio and combat that like a better version of the Arkham games. Filled to the brim with creativity and amazing boss battles, everybody should give it a go and fill the beat.",1,1,1.0
Diego2930,http://www.metacritic.com/user/Diego2930,"Jan 27, 2023",10,Positive,"Toooop demais, muito divertido, lembrou minha infância, recomendo a todos !",1,1,1.0
Mauronomas,http://www.metacritic.com/user/Mauronomas,"Jan 27, 2023",10,Positive,"Sorprendente en todos sus apartados. Muy cuidado en su arte que recuerda la animación de cartoons clásica estadounidense y los mejores comic de los 90- y 2000. Una propuesta rítmica que ya habían intentado otros videojuegos pero nunca con la solidez que ha logrado este.Diálogos impecables, banda sonora increíble, y de una duración más que aceptable. Una de las sorpresas de 2023.",1,1,1.0
Dani69,http://www.metacritic.com/user/Dani69,"Jan 27, 2023",10,Positive,"Wow! I haven't had so much fun with a game in a very long time, the music is good, the animation is superb",1,1,1.0
Susolive,http://www.metacritic.com/user/Susolive,"Jan 27, 2023",10,Positive,"Original, fresco y sobre todo muy divertido, es el juego que más me ha gustado en mucho tiempo. Felicidades a tango gameworks!",1,1,1.0
Yoyojojo,http://www.metacritic.com/user/Yoyojojo,"Jan 27, 2023",10,Positive,One of the best games I've ever played this month its very interesting and I've never get bored when I was playing,1,1,1.0
andrelucassvt99,http://www.metacritic.com/user/andrelucassvt99,"Jan 27, 2023",10,Positive,"Jogo é incrível, tem uma arte de cartoon e quando expandida para mostrar o mundo, torna o game ainda mais bonito. Mecânicas de jogo são fluídas e fácies de entende.",1,1,1.0
Eddy5,http://www.metacritic.com/user/Eddy5,"Jan 28, 2023",10,Positive,"Jogo excelente e muito divertido, jogabilidade dinâmica, efeitos visuais e sonoros muito bons, e a dublagem BR top demais.",1,1,1.0
BadMaster,http://www.metacritic.com/user/BadMaster,"Jan 27, 2023",10,Positive,"Hi-fi Rush is an adrenaline-pumping, action-packed game that is sure to keep you on the edge of your seat. The graphics are top-notch and the gameplay is smooth and responsive. The levels are challenging but fair, and the variety of combos and power-ups keeps the game fresh and exciting. The sound design is also fantastic, with a high-energy soundtrack that perfectly complements the fast-paced action. Overall, I highly recommend Hi-fi Rush to any gamer looking for a thrilling and immersive experience.",1,1,1.0
FesousaGT,http://www.metacritic.com/user/FesousaGT,"Jan 27, 2023",10,Positive,"Hi-Fi Rush is a simply wonderful game. Fun, colorful, dynamic, very humorous and beautiful. A masterpiece by TangoGameworks. A new potential franchise full of charisma and technical excellence is born on Xbox.",1,1,1.0
boxevill,http://www.metacritic.com/user/boxevill,"Jan 27, 2023",10,Positive,"Excelente juego, una delicia en el género, fresco, divertido, una carta de amor.",1,1,1.0
flying-hellfish,http://www.metacritic.com/user/flying-hellfish,"Jan 27, 2023",9,Positive,"Solid mechanics, cool visuals and a fun story. Wish it was a bit longer, but other than that, pretty flawless.",1,1,1.0
123321890098,http://www.metacritic.com/user/123321890098,"Jan 27, 2023",10,Positive,"A very good game, and mostly fun. It has well-written and charismatic characters, the protagonist is amazing.",1,1,1.0
Gustabo_,http://www.metacritic.com/user/Gustabo_,"Jan 27, 2023",10,Positive,"o jogo foi uma surpresa extremamente agradável. a arte é linda, a mecânica é ótima, tudo funciona e a gameplay é super divertido, ótimo jogo.",1,1,1.0
Kretz,http://www.metacritic.com/user/Kretz,"Jan 27, 2023",10,Positive,Was not expecting to love this game as much as I do. The stylized graphics are fantastic and the characters are all likeable and work well together. The combat is so good. You attack with the beat for extra damage and have so many combos you can unlock to make the game even more fun. It has some challenging fights but not too challenging to take the fun away. The boss battles are fun and diverse. I highly recommend this game whether you buy it or play it on Game Pass,1,1,1.0
Demioo12,http://www.metacritic.com/user/Demioo12,"Jan 27, 2023",10,Positive,Anyone who rates it 0 is a sony pony XDFo real!! This game is a masterpiece dropped out of nowhere. Thanks tango and xbox ♡,1,1,1.0
MamaCita925,http://www.metacritic.com/user/MamaCita925,"Jan 27, 2023",10,Positive,"Hi-Fi Rush is a delightful, fresh, brilliantly animated game that should have it's own genre. Appreciate the developer's intent to not force you to be in sync to the rhythm and beat at all times. The smooth and buttery abilities and combo transitions make the gameplay that much more delightful and did I mention the beautifully bright and colorful animations that are reminiscent of many childhood Saturday morning cartoons. Tango Gameworks have created a masterpiece and can't wait to continue playing on Xbox and purchasing for PC.",1,1,1.0
ElectricDC,http://www.metacritic.com/user/ElectricDC,"Jan 27, 2023",10,Positive,Absolutely off the charts fun with music and graphics that will melt your face. Everything a game should be...THIS IS ART,1,1,1.0
iiTsMeeLviis,http://www.metacritic.com/user/iiTsMeeLviis,"Jan 27, 2023",9,Positive,"I enjoyed this game so much, the comic graphics are great, the gameplay with the rythm of the music, is even better, the unique bad thing(for me) is the number of bosses, they are the best part of the game, but the game only have a few of they, i'll be great if the game have like five more",1,1,1.0
SuperSabonete,http://www.metacritic.com/user/SuperSabonete,"Jan 27, 2023",10,Positive,"Hi-Fi Rush é com toda certeza um masterpiece dos hack and slash com um ritimo musical incrivel, até agora não consigo me esquecer das musicas da quarta e também ultima missão do jogo. Os combos que sempre terminam em um batidão ( seu principal ataque durante o game) são insanamente detalhados e bem feitos, além disso a mecânica de acertar os time events foi perfeita tanto para os puzzles, combos, lutas e muito mais. Este jogo não precisou ter um gráfico realista para divertir os jogadores, apenas precisou de um gato e um vilão que faz jojo pose e falando de jojo pose o jogo está cheio de referências como as referências de the evil within e alguns memes da dublagem BR. Não vou falar mais sobre o game, porque se não vou ficar o dia inteiro, apenas joguem Hi-Fi Rush que está disponível no gamepass.",1,1,1.0
itsjonzi,http://www.metacritic.com/user/itsjonzi,"Jan 27, 2023",9,Positive,"Truly brilliant game, especially considering that it was a shadow drop. Takes me back to my childhood, while at the same time feeling fresh and innovative. We need more first-party games like this for both the major consoles.",1,1,1.0
Elmordoc,http://www.metacritic.com/user/Elmordoc,"Jan 27, 2023",10,Positive,"Amo este juego, y encima se encuentra gratis en la xbox store con gamepass, muy buen juego, me encanta su estética y jugabilidad, si pudiera ponerle 12 se lo pondría, juegazo",1,1,1.0
Shesterin,http://www.metacritic.com/user/Shesterin,"Jan 27, 2023",10,Positive,"Me encantó, hace mucho sin jugar algo tan entretenido y lamento que estén bajando la nota a propósito.",1,1,1.0
XSplat36,http://www.metacritic.com/user/XSplat36,"Jan 27, 2023",10,Positive,Te game it’s a masterpiece the original songs sounds so good in the game i love this type of games this is the return of the good games cause now it’s all battle royale and microtransactions in all the games this game is fresh u are going to enjor the game :)),1,1,1.0
trikalinos,http://www.metacritic.com/user/trikalinos,"Jan 27, 2023",10,Positive,"This game is a gem!!great combat system,great music...pure fun...well done bethesda you put this kind of genre very high!!!",1,1,1.0
Sagii86,http://www.metacritic.com/user/Sagii86,"Jan 27, 2023",10,Positive,"Masterpiece. The presentation, soundtrack, gameplay and story all on point. Well done Tango & Xbox.",1,1,1.0
HSNoobiel,http://www.metacritic.com/user/HSNoobiel,"Jan 28, 2023",10,Positive,This game remember the version of ps2. Teen Titans. Very good performance! Have fun all time!,1,1,1.0
Paje_god333,http://www.metacritic.com/user/Paje_god333,"Jan 28, 2023",9,Positive,"Let’s go, this game was a shadow drop in gamepass, and I just played, he remembered me Ben 10, the cartoon serie. The gameplay is perfect, I got it a 9 because I didn’t like the main character, but this is more my problem than the game.",1,1,1.0
aaronjohnson05,http://www.metacritic.com/user/aaronjohnson05,"Jan 28, 2023",10,Positive,Gives me that jet set radio and sunset overdrive vibes with a beautiful art style and great gameplay.,1,1,1.0
CafeComLeite,http://www.metacritic.com/user/CafeComLeite,"Jan 28, 2023",10,Positive,"Jogo incrível, jogabilidade muito fluida, otimas musicas e com um aspecto muito divertido. Realmente uma surpresa.",1,1,1.0
NadsonShan,http://www.metacritic.com/user/NadsonShan,"Jan 28, 2023",10,Positive,"Que surpresa hein!!!O jogo é simplesmente incrível, super viciante!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1,1,1.0
R0ZZAY,http://www.metacritic.com/user/R0ZZAY,"Jan 28, 2023",10,Positive,"A true breath of fresh air, this is a game with a wonderful soundtrack art style and combat polished to a brilliant shine. It is without a shadow of a doubt worth your time and money. Be sure to bring your best headphones (or sound system) you're gonna need it!",1,1,1.0
Balajicl74,http://www.metacritic.com/user/Balajicl74,"Jan 28, 2023",10,Positive,This game is peak vibes. Unique and Charming. Boss fights in particular were awesome.,1,1,1.0
Platinum444,http://www.metacritic.com/user/Platinum444,"Jan 28, 2023",10,Positive,"An incredible game that's only possible thanks to the incredible service that is Xbox Game Pass. No marketing, no hype, no bloat to artificially lengthen the playtime and convince you to buy the game. The Game Pass model bypasses all of the issues that make modern single-player games inevitably devolve into big, slow and mind-numbingly boring 100 hours endeavours to stay competitive in the market of individually purchased games. Free from all this pressure, Hi-Fi Rush developers were able to focus on the only thing that should truly matter: making the game fun. And fun it is. Incredible job Tango Gameworks, and thank you Xbox/Bethesda for publishing this game. I hope Game Pass continues to thrive so that we all may enjoy more of these games.",1,1,1.0
notCastiel,http://www.metacritic.com/user/notCastiel,"Jan 28, 2023",10,Positive,"Amazing game, nice looking art style, beautiful soundtracks, nice combat system, overall Good game i recommend everyone with gamepass to play it.",1,1,1.0
GamerBum,http://www.metacritic.com/user/GamerBum,"Jan 28, 2023",9,Positive,Was initially sceptical about this game when i heard what type of game it was but after the first few hours i found myself uunable to stop playing. After 11 hours and in 3 sittings i finished what is a expertly crafted and beautifully polished game. Couldn't recommend this game enough. 9/10.,1,1,1.0
XEONDARK,http://www.metacritic.com/user/XEONDARK,"Jan 28, 2023",10,Positive,"I had not any interest in these type of games. But after playing it on gamepass, i bought the game on steam. Just  amazing ",1,1,1.0
tetrax,http://www.metacritic.com/user/tetrax,"Jan 28, 2023",10,Positive,"This games is fantastic, although contemporary it made me feel nostagilcs because it remided me of how games used to be back in the days. Pure fun, not too serious just a great experience. I hope this gets type of game gets some good attention.",1,1,1.0
Sasukeeyez,http://www.metacritic.com/user/Sasukeeyez,"Jan 28, 2023",10,Positive,"Wow! The game is awesome! It looks good & plays perfect. I love the art, story, dialogue and music. I hope we get a sequal! It was great from beginning to the end!",1,1,1.0
Dexter08,http://www.metacritic.com/user/Dexter08,"Jan 28, 2023",10,Positive,"This the first game i tried in this genre , I absolutely loved it and make play and play without stopping , i love it so much , gameplay is great and mixed with music nit just for listening , also for interaction , bosses are good and you can feel the challenge, many thanks to tango and bethesda and xbox ♥️♥️♥️",1,1,1.0
Nahlan,http://www.metacritic.com/user/Nahlan,"Jan 28, 2023",9,Positive,"A big 9 points for this game I love the graphics and combat system mixed with rythm of music only issue is that we cant download it on Xbox one console versions I can play it on cloud ofc but  sometimes the streaming cuts and the game is off beat when fighting, but still great game",1,1,1.0
hinotempel,http://www.metacritic.com/user/hinotempel,"Jan 28, 2023",10,Positive,"The BEST rhythm game I’ve ever played, combined with cartoony artwork (sometimes a little too much for my taste) and an excellent music selection. The entire world adapts to the rhythm and the attention to detail is just staggering. Boss fights make it even better! 10/10",1,1,1.0
Jeepots,http://www.metacritic.com/user/Jeepots,"Jan 28, 2023",10,Positive,Super fun game. It gives you a very refreshing experience and lots of positive emotions.,1,1,1.0
Tj_da_gamer,http://www.metacritic.com/user/Tj_da_gamer,"Jan 28, 2023",10,Positive,"Polished through & through! The nostalgia feelings I get when playing, makes it all worth playing again! Thank You Tango Games!",1,1,1.0
Gunswiz,http://www.metacritic.com/user/Gunswiz,"Jan 28, 2023",10,Positive,"Best game for ever, **** sony, i love the game, não tem como filho vai se fuder geral",1,1,1.0
aydim,http://www.metacritic.com/user/aydim,"Jan 29, 2023",9,Positive,"Great, fast-paced gameplay. Visuals are great, combat is deep and combo-heavy. Rhythm and beat takes a bit of time to get used to and find but once you find it - the game becomes even more enjoyable.",1,1,1.0
Robertotrowa,http://www.metacritic.com/user/Robertotrowa,"Jan 29, 2023",10,Positive,"This is a rhythm video game with a hack and slash mechanics. If you love games like Sunset Overdrive, JetSet Radio, Devil May Cry, you are gonna love this one, Also I loved the cartoon design.",1,1,1.0
SK4TEHiGH,http://www.metacritic.com/user/SK4TEHiGH,"Jan 29, 2023",10,Positive,"The Best Rhythm Game ive ever played. The Art Style, the Soundtrack and the Gameplay are Fantastic.",1,1,1.0
j007,http://www.metacritic.com/user/j007,"Jan 29, 2023",10,Positive,"A beautiful game where the rhythm of the music is in harmony with the game world, the fun and fast gameplay, and the light, uncomplicated and simple story made it a great game for me ❤️",1,1,1.0
Ytallo,http://www.metacritic.com/user/Ytallo,"Jan 29, 2023",10,Positive,O Jogo e muito divertido intuitivo tanto para adultos quantos para crianças se divertirem tô viciado,1,1,1.0
RegalBabaYaga,http://www.metacritic.com/user/RegalBabaYaga,"Jan 29, 2023",10,Positive,Just a joy to play. Brings back memories of Saturday morning cartoons. Head nodding and foot tapping to the beat while playing. Great start to 2023,1,1,1.0
Wolfcris,http://www.metacritic.com/user/Wolfcris,"Jan 29, 2023",10,Positive,"We need more surprises like this, and a game we expect nothing is surprised.  The game even being new manages to try to deliver a sense of nostalgia!",1,1,1.0
Furtiger2034,http://www.metacritic.com/user/Furtiger2034,"Jan 29, 2023",10,Positive,Simplemente alucinante ya habia tenido experiencia con juegos musicales pero este fue como si empezara desde cero pero de una manera extrañamente satisfactoria y emocionanteNunca senti sus mecanicas repetitivos y ahora voy por el 100%,1,1,1.0
HadesSnakeson80,http://www.metacritic.com/user/HadesSnakeson80,"Jan 29, 2023",10,Positive,"A beautiful work by Tango! A really addictive game, charismatic characters, fluid gameplay and a wonderful soundtrack!",1,1,1.0
MiloTrekker,http://www.metacritic.com/user/MiloTrekker,"Jan 29, 2023",9,Positive,"Such a surprise! I'm very mediocre at this game, but it gives me so much fun :)Controls are super responsive. Story is nice and that silly goofy kind of humor hits the spot. Well written. Combat is VERY satisfying, especially when you're good with the beat :)",1,1,1.0
PlayStationFan1,http://www.metacritic.com/user/PlayStationFan1,"Jan 30, 2023",9,Positive,"Great game, really redefined how good a rhythm based game could be. Highly addictive, great story, excellent presentation.",1,1,1.0
