source,link,date,grade,scoreType,text,upThumbs,totalThumbs,helpfulness
Ryadtzrt,http://www.metacritic.com/user/Ryadtzrt,"Jan 26, 2023",10,Positive,Amazing exclusive from microsoft i've been playing it for abt 3 hours i really enjoy it cool gameplay and graphics with a new idea of rythme fights just i love it,2,2,1.0
Jeddek,http://www.metacritic.com/user/Jeddek,"Jan 27, 2023",10,Positive,"This game is an absolute blast and within one day has easily become one of my favorite games of all time. Robbie Daymond knocks is out of the park as Chai and the rest of the voice cast is a pure delight to hear. The writing is spectacular and the game is absolutely hilarious. The dialogue is full of jokes and quips and even the background gags demand you watch all parts of the scene instead of just the character interaction. Finally, the gameplay is absolutely stellar. The world is alive with the music playing in Chai's ears and it reacts to the beat of every new song thrown to you in a whirlwind of rock. Combat follows the beat of this same music and the game never punishes you for getting the beat wrong, but instead rewards you for getting it right. There is a toggleable metronome if you aren't great at rhythm games, but after a while you start to develop a flow for the songs (which range from various tempos) and audio/visual cues to not need it so much anymore. Overall, a fantastic game and well worth every penny.",2,2,1.0
Honeybadgers,http://www.metacritic.com/user/Honeybadgers,"Mar  2, 2023",10,Positive,"I've got no complaints. The only way it could have been improved was if The Pillows did the soundtrack. The story and characters and vibe is equal parts punk rock and Saturday morning cartoon, with silly lighthearted characters and plot that works because the game just doesn't take itself seriously. It's short, campy, endlessly energetic and likable, with tight gameplay that constantly builds on itself and never asks for a grind with music that slaps hard. Temper your expectations, this game doesn't want you to take it seriously. If you think the dialogue is cringe and stupid, tweak your mindset. The physical comedy has some genuinely laugh aloud moments, too. One scene with a certain tall red haired Scottish lady stands out. Add to that it has no microtransactions. no in-game purchases. No cringe advertising or pre orders. Hell, the game was released on the day it was announced. That's so righteous. I don't want a sequel. I just want this little star to shine bright and be remembered fondly. But it's absolutely slaying the competition, so of course we're gonna see it get ran into the ground by Bethesda. Dangit I made myself sad.",1,1,1.0
KesslerCOIL,http://www.metacritic.com/user/KesslerCOIL,"Jan 30, 2023",10,Positive,"I cant fault anything about the game.The music, the characters, the artstyle, the gameplay... just everything is top tier.It's a game that isnt trying to sell me something, just a great high quality game.",1,1,1.0
faizanali,http://www.metacritic.com/user/faizanali,"Jan 27, 2023",10,Positive,"uno de los mejores juegos jamás creados y el hecho de que salió de la nada sorprendió a todos. felicidades al desarrollador tango y al equipo de xbox.",1,1,1.0
El112119,http://www.metacritic.com/user/El112119,"Feb 10, 2023",10,Positive,"Microsoft Shadow dropped this like a Madlad, It probably is one of the best games i have played this year and it's really addicting and REALLY REALLY FUN, and goddamn this game is just so STYLISH, Really wanted a game that is a DMC that syncs up to the music, and FINALLY Tango made ONE, really worth the money for only $30",1,1,1.0
allanbruno1,http://www.metacritic.com/user/allanbruno1,"Jan 27, 2023",10,Positive,"perfeito , divertido e ambicioso , chegou sem prometer nada e foi uma grande surpresa, quando começou a sair os boatos parecia que viria mais um game gênerico por ae",1,1,1.0
AnchorPoint,http://www.metacritic.com/user/AnchorPoint,"Mar  1, 2023",10,Positive,"This game is an absolute blast to play, with fast-paced combat, stunning graphics, and an immersive story that will keep you engaged from start to finish.",1,1,1.0
gyana,http://www.metacritic.com/user/gyana,"Jan 31, 2023",10,Positive,"really good surprice, 8 hours of trully fun and its all for 30 buks or gamepass. When im playing this game i feel how developers love their project. Good game for what i think piple wil returning years and years later like to MGR Revengence",1,1,1.0
Brayliner,http://www.metacritic.com/user/Brayliner,"Jan 28, 2023",10,Positive,"I love this game so much. Amazing animation, humor and overall feel. Nailed it.",1,1,1.0
ziyddwh,http://www.metacritic.com/user/ziyddwh,"Mar 14, 2023",8,Positive,"Start off exceptionally with a hack and slash and music beat. However, in the middle of the game, the story and stage sometimes feel stale. However, it bounces back at the end. Recommended for everyone.",1,1,1.0
cruzathor89,http://www.metacritic.com/user/cruzathor89,"Jan 27, 2023",10,Positive,"Es de lejos de los mejores juegos de plataformas que se han creado, añade el sistema de ritmos, personajes carismáticos, jefes, historia. Un doblaje soberbio y la forma de presentación sin dar tiempo a la prensa a quemarlo. Increíble.",1,1,1.0
lesiuML,http://www.metacritic.com/user/lesiuML,"Feb  8, 2023",7,Mixed,"I've really enjoyed it. Graphic design is really strong advantage of this game, it's kinda similar to Sunset Overdrive. Music is good but personally I've expected something much better especially after The Black Keys in the intro scene. Game is really catchy and it's pleasure to play through. Characters are quite nicely written but due to short length of the gamie it's kinda hard to build some strong bond between them. Game is short but this is actually a good thing. Story is simply and silly. Generally speaking Hi-Fi Rush is a very enjoyable experience that probably won't change your life. It's pretty nice, short filler between others long games. It's definitely worth a shot!",1,1,1.0
SabreDJ,http://www.metacritic.com/user/SabreDJ,"Jan 27, 2023",10,Positive,"What an amazing surprise. The aesthetic is a callback to Viewtiful Joe, Jet Set Radio, and Sunset Overdrive mixed with Into The Spiderverse animation. The bosses and levels are fun and the music is top-notch. You don't even have to be good at rhythm games to enjoy this one. A must play!",1,1,1.0
Mooski,http://www.metacritic.com/user/Mooski,"Feb  9, 2023",8,Positive,"A pleasant surprise, for sure. This is what all video games should strive to be: focused, slick, and well-executed. Whoever thought to marry rhythm game timing with hack 'n' slash melee combat is a genius. Mechanically, this game is nearly perfect. Timing your moves to the beat of a song is incredibly satisfying. And while it takes some getting used to at first, once you get into it, it is the most outstanding combat system I've ever seen. The game does a fantastic job of drip-feeding you new mechanics--from basic attacks to combos to dodging and parrying to special attacks--so that it never feels stale or repetitive. However, Hi-Fi Rush does get in the way of itself a bit: In the latter half of the game, there is an over-reliance on quick-time events and mildly frustrating mini-games. Later enemies also have these annoying multi-parry mini-games that stop the flow of combat dead; they're not awful, but I could have done without them. Some of the combat encounters could also feel a little chaotic--to the point where rhythm and timing get lost in favor of simply trying not to die. Boss fights, on the other hand, are flawless--and do exactly what boss fights should do: test you on your mastery of the core mechanics learned in each stage. Yet none of this would work nearly as well as it does were it not for the audio-visual arrangement. The soundtrack and the environmental details all provide cues for the player to keep to beat--and therefore excel at the combat. There's a mix of genres to set the tone of each level and keep things interesting. But generally, if you like rock music, you are going to be well-catered for here. There was the occasional jazzy track that made it difficult to keep time, but, for the most part, the music is excellent. And the visuals are also slick: it has a comic book/anime sort of aesthetic. The world and character designs are perfect for the tone of the game, and I never tired of looking at them. The cutscenes are awesome--so vibrant and kinetic. It has a timeless quality--and without setting my graphics card on fire. All that said, the story is probably the weakest element of the game. For the most part, it is a has-been-done-before taking-down-an-evil-corporation plot. It is a little juvenile for me. The main character could also grate a little bit. He's basically an idiot that lucks his way through every situation. But by the end, he was mildly tolerable. Some people might like this but not me. However, the story did have its bright spots: it could make me chuckle from time to time. My conclusion is this: Hi-Fi Rush is an enjoyable game and a breath of fresh air in an industry that has been stagnating for some time now. I think most people will like this game; however, your mileage may vary depending on skilled you are at keeping to a beat.",1,1,1.0
adrianollsbr,http://www.metacritic.com/user/adrianollsbr,"Jan 30, 2023",10,Positive,"Hi-Fi Rush é um jogo maravilhoso que saiu da equipe do pai do survival horror, o que deixa muita gente confusa, afinal, um hack n' slash rítmico vindo da equipe do pai do survival horror? Pois é. Hi-Fi Rush é um jogo para mostrar que a Tango GameWorks não depende apenas de The Evil Within ou Ghostwire, ela pode desenvolver jogos de diferentes gêneros, com diferentes estilos gráficos, e ainda assim ele será incrível. A direção artística do jogo é fenomenal, o estilo cartunesco com cenários em 3D e cell shadding funcionam como um finíssimo vinho, e vão permitir ao jogo que envelheça muito bem. A mecânica de gameplay é extremamente divertida e fluida, se comportando de forma semelhante a outros hack n slash, mas inovando em como manter pontuações, afinal, estamos falando de um jogo rítmico. Para um bom jogo rítmico funcionar, precisamos de uma excelente trilha sonora, e é exatamente o que temos em Hi-Fi Rush, o sample base é maravilhoso, e conforme vamos acertando os golpes a intensidade da trilha vai aumentando, até mesmo quando quebramos caixotes em busca de peças escutamos a plateia gritando pelo nosso protagonista ""CHAI, CHAI, CHAI!"". Este jogo veio para surpreender todos os jogadores e mostrar que jogos não precisam ter medo de serem apenas jogos. Realismo gráfico, histórias dramáticas, pra que? Nossa vida já é cheia de tristezas, está na hora de voltarmos a nos divertir, e se divertir com Hi-Fi Rush!",1,1,1.0
IRONMAIDENONE,http://www.metacritic.com/user/IRONMAIDENONE,"Jan 27, 2023",10,Positive,El juego es fantástico tiene buena música y jugabilidad el primer jefe gigante es excelente IP Me gusto demasiado ,1,1,1.0
LeeLayfield,http://www.metacritic.com/user/LeeLayfield,"Jan 27, 2023",10,Positive,"A fantastic surprise. Visually amazing, runs perfect with a deep story that actually had me interested. Solid voice acting and characters.The sounds/soundtrack really make this game shine.",1,1,1.0
LohanDuarte,http://www.metacritic.com/user/LohanDuarte,"Jan 26, 2023",10,Positive,"Jogo me surpreendeu, incrível!!A diversão é garantida, vale muito a pena.",1,1,1.0
Marcelo_Diaz2,http://www.metacritic.com/user/Marcelo_Diaz2,"Jan 26, 2023",10,Positive,"when xbox understands that the press is not important, it creates games that are beautiful for the consumer, that in this case, without advertising, has released a game worthy of xbox users.",1,1,1.0
RoverDiscover,http://www.metacritic.com/user/RoverDiscover,"Jan 30, 2023",10,Positive,"Fantastic game. A true gem, highly reccomended to everyone, you will not be disappointed!!",1,1,1.0
Le_Korvo,http://www.metacritic.com/user/Le_Korvo,"Feb  9, 2023",9,Positive,"Um jogo simplesmente incrível, a gameplay é super fluida com a mecânica rítmica envolvendo tudo desde seus ataques, inimigos e o próprio cenário (Todos são sincronizados com a música). A música por sua vez é de maioria autoral e é simplesmente perfeita para as situações, os personagens são carismáticos, inclusive os vilões.",1,1,1.0
meyerpark,http://www.metacritic.com/user/meyerpark,"Jan 28, 2023",10,Positive,"So love this game, it has everything. From Jet Set Radio Sunset Overdrive themed with Parry to Devil May Cry combos, to S Rank and Bayonetta verses per battles. Best Japanese game.",1,1,1.0
PedroCarvalho,http://www.metacritic.com/user/PedroCarvalho,"Jan 26, 2023",10,Positive,"Jogo surpreendente, super viciante e muito divertido, recomendo a todos essa experiência fantástica",1,1,1.0
WinterIsComing,http://www.metacritic.com/user/WinterIsComing,"Jan 26, 2023",10,Positive,A masterpiece. This game revives the action platforming genre while moving to a rhythm with addictive songs.,1,1,1.0
Stroll,http://www.metacritic.com/user/Stroll,"Jan 26, 2023",10,Positive,Un jeu exigeant avec une superbe DA et une véritable proposition ! Une très belle surprise le jeu tourne parfaitement et est bien plus riche qu'il n'y paraît ce n'ai pas un petit jeu comme on pourrait le pensez ! Super sympa ! Foncez !,1,1,1.0
Macintosh1001,http://www.metacritic.com/user/Macintosh1001,"Mar 10, 2023",10,Positive,"The game is a breath of fresh air in a wake of recent disappointing releases. A fun and colorful game with a unique stylistic game mechanic that'll keep you bobbing your head throughout your playthrough. The story is a simplistic take on corporations, but with endearing characters, and the dialogue can be cheesy, but it is good cheddar. With great tunes, and superb hack & slash gameplay, time just flies by while playing this amazing game. I recommend everyone to play this gem, and should as well!",1,1,1.0
yonderly,http://www.metacritic.com/user/yonderly,"Feb  5, 2023",10,Positive,This game is amazing!!!!  Very fun game. Combat is very good and fun.The Musics is awsome as well.I never get bored while i played,1,1,1.0
Lordbit4735,http://www.metacritic.com/user/Lordbit4735,"Jan 26, 2023",10,Positive,"No me lo esperaba, bastante bueno el juego, muy buenos controles, la banda sonora y una historia muy llamativa.",1,1,1.0
hpsx,http://www.metacritic.com/user/hpsx,"Jan 28, 2023",10,Positive,"When a game is released without claims and ads and has such quality, I can't say anything but good Thanks to the developer studio for their creativity and courage in making this wonderful game",1,1,1.0
Kaztsumi,http://www.metacritic.com/user/Kaztsumi,"Jan 26, 2023",10,Positive,"I was thoroughly impressed by the game. The characters were all charismatic and the gameplay was top-notch. The hack-and-slash elements were expertly incorporated and the pace was perfectly balanced, making for a truly enjoyable experience.",1,1,1.0
lobinhoox,http://www.metacritic.com/user/lobinhoox,"Jan 26, 2023",10,Positive,muito bom esse game curtir demais a mecânica e no estilo desse game a Microsoft está de parabéns,1,1,1.0
Zaherh256,http://www.metacritic.com/user/Zaherh256,"Jan 26, 2023",10,Positive,"The game is great, everything in it is beautiful, ideas, despite their simplicity, are new and innovative",1,1,1.0
ScootfieId,http://www.metacritic.com/user/ScootfieId,"Jan 31, 2023",10,Positive,"10 perfeito ! Sucesso pra Tango, jogo gostoso gameplay apurada... Simplesmente não prometeram nada, e entregaram tudo ! Aprende Forspoken",1,1,1.0
Blackzz,http://www.metacritic.com/user/Blackzz,"Jan 26, 2023",10,Positive,"O jogo é diferente e se destaca de muitos outros jogos.A gameplay é incrível, uma mecânica ousada.",1,1,1.0
El_Pipoquero,http://www.metacritic.com/user/El_Pipoquero,"Jan 26, 2023",10,Positive,"Incredible, creative and super fun to play i really loved it, as a musicist the experience is a lot richer, and the artstyle is so beautiful",1,1,1.0
Wieblion,http://www.metacritic.com/user/Wieblion,"Jan 26, 2023",10,Positive,"Melhor de todos!!!!!!!!! bravíssimo, jogo impecável, lindo, deslumbrante e maravilhoso.",1,1,1.0
Lucasking,http://www.metacritic.com/user/Lucasking,"Jan 27, 2023",10,Positive,"Jogo ótimo e único que foge da fórmula ""cult"" e sem graça do simulador de pai triste",1,1,1.0
POLLAR1S,http://www.metacritic.com/user/POLLAR1S,"Jan 28, 2023",10,Positive,"Game muito divertido, me fez relembrar os bons tempos em que os jogos focavam na diversão e não apenas no marketing. Como o próprio game brinca com isso em sua história, muitos jogos hoje gastam mais no marketing doque no próprio jogo.",1,1,1.0
Muphu,http://www.metacritic.com/user/Muphu,"Mar  3, 2023",10,Positive,"Everything from this game is awesome, the music, the story, the humor, the pacing and the gameplay is one of the best these days, this should be 2023 GOTY",1,1,1.0
alextema,http://www.metacritic.com/user/alextema,"Jan 30, 2023",10,Positive,"Hi fi rush, apart of being amazing, it makes you feel so right,I like it a lotThe music, the gameplay, the cutscenes, allAnd it even has Spanish dubAmazing game 10/10",1,1,1.0
Cool_guy1234,http://www.metacritic.com/user/Cool_guy1234,"Mar 12, 2023",9,Positive,"I gotta say, this game is literally one of my favorite games this year. I was literally tapping my foot whenever the music was playing in order to keep sync with the beat, which is pretty damn cool. in my opinion, this is one of Xbox's best and I hope that smaller projects like this happen again in the future 9/10. .",1,1,1.0
R3DsDED,http://www.metacritic.com/user/R3DsDED,"Feb  1, 2023",10,Positive,Addictive and fun! Got me hooked and couldn’t stop playing. The music is awesome and I loved the art style.,1,1,1.0
theundying,http://www.metacritic.com/user/theundying,"Feb  2, 2023",10,Positive,banger after banger after banger  after banger after banger after banger after banger after banger after banger after banger after banger after banger after banger after banger after banger after banger after banger after banger after banger after banger after banger after banger after banger after banger after banger,1,1,1.0
Ladtus,http://www.metacritic.com/user/Ladtus,"Mar  1, 2023",10,Positive,"This is not my kind of game, I would't have played at all without hearing great stuff from this game, and I was not dissapoint 1 sec of it, I didn't finnish it cus it just wasn't my kind of game (I have really bad rythem) But still a masterpiece these developers have made, really glad tango works put out a banger of a game",1,1,1.0
Liangbi,http://www.metacritic.com/user/Liangbi,"Feb 27, 2023",10,Positive,"My game of the year The game-play was novel, the plot was closely related, the character was well-designed, and the degree of immersion in music was very high. Overall, 10 out of 10",1,1,1.0
TheQweast,http://www.metacritic.com/user/TheQweast,"Mar  3, 2023",10,Positive,"I already love rhythm games and have dipped my toes in the water of action RPGs in the past so this was a match made in heaven for me. Absurdly high quality graphics and some of the best dialogue to come out of a game in a long time. All of the songs during the background are pretty great, licensed songs are a nice touch and their copyright free counterparts are still phenomenal. Literally all the characters are awesome. Just play it.",1,1,1.0
TIMOPHEI,http://www.metacritic.com/user/TIMOPHEI,"Mar  6, 2023",10,Positive,"This game deserve 11 out of 10,because of game-play its perfect and after 11 hours of playing this game i never get bored,music in this game is maybe best music of all,story just want to be easy and funny and its making it right,this game must be game of the year",1,1,1.0
GaboLP,http://www.metacritic.com/user/GaboLP,"Jan 26, 2023",10,Positive,"This game is incredible, the detail, the gameplay, the music… the art direction and the creative team did an amazing job, congratulations, this is a must play.",14,16,0.875
bluebullet,http://www.metacritic.com/user/bluebullet,"Jan 26, 2023",9,Positive,"Great game! The combat can feel a bit awkward at first, but once you get used to it, it's a blast. This game also has probably the best cel-shaded graphics I've seen in a game. The writing fits the visual style, so if it's not your thing don't be surprised. Only complaint it it's a bit on the short side, and the jumping doesn't cover much distance, making the platforming sections not as tight as they could be.",3,4,0.75
Pedrosky,http://www.metacritic.com/user/Pedrosky,"Jan 26, 2023",10,Positive,"gran juego de lo mejor que hay un buen hack and slash ritmico y lo estoy disfrutando al maximo, se merece todos los 10 y los fanboys de sony que se vayan a llorar con su mierdestation 5",3,4,0.75
Big0h,http://www.metacritic.com/user/Big0h,"Jan 26, 2023",9,Positive,The game really got me by surprise gameplay was good the voice acting is amazing it's like watching and playing anime a fun game everyone can enjoy,3,4,0.75
Richie1121,http://www.metacritic.com/user/Richie1121,"Jan 26, 2023",9,Positive,I’m not good at rhythm games but man this game is hella fun it’s only a 9 because to my knowledge no Japanese soundtrack if it does have it I’ll give it a 10/10,3,4,0.75
Purgatory666,http://www.metacritic.com/user/Purgatory666,"Jan 26, 2023",10,Positive,El juego es una maravilla de principio a fin da gusto ver que salgan este nuevo tipo de propuestas. JUEGAZO!,3,4,0.75
realmossie,http://www.metacritic.com/user/realmossie,"Jan 26, 2023",9,Positive,"Pretty clean release, no bugs no issues. The story is entertaining and fun, so are the characters. The gameplay is fun and crisp. I really like the soundtrack and how the world is designed and how it response to the rhythm of the music. This gives me real Sunset Overdrive vibes, i really enjoy it.",2,3,0.6666666666666666
Gusta27,http://www.metacritic.com/user/Gusta27,"Jan 26, 2023",9,Positive,"A very cool game to play, and a good experience even for those who don't like the Hack and Slash styleUNFINISHED[53 minutes of Gameplay]",2,3,0.6666666666666666
joaovitorcarv1,http://www.metacritic.com/user/joaovitorcarv1,"Jan 26, 2023",10,Positive,"O jogo é uma amálgama de influências. Não é punitivo o suficiente para afugentar novatos do gênero, mas te mantém com adrenalina o tempo todo.A dublagem em pt-br tá excelente",2,3,0.6666666666666666
HideoHoward,http://www.metacritic.com/user/HideoHoward,"Jan 27, 2023",10,Positive,"This game is a masterpiece.This game is a masterpiece.This game is a masterpiece.This game is a masterpiece. #JimGottaGo#CernyGottaGo#MakeSquareEnixGreatAgain",2,3,0.6666666666666666
OtoAR,http://www.metacritic.com/user/OtoAR,"Jan 26, 2023",8,Positive,"Me gusta el hecho que sea un juego ritmico y que tenga cosas interesantes, la jugabilidad se siente muy fluida y entretiene bastante",2,3,0.6666666666666666
Dani69,http://www.metacritic.com/user/Dani69,"Jan 27, 2023",10,Positive,"WOW! I haven't had so much fun in a long time, The graphics are gorgeous, the music is great",3,5,0.6
Gadgrim,http://www.metacritic.com/user/Gadgrim,"Jan 26, 2023",10,Positive,"Uma ótima surpresa para 2023! A Microsoft acertou em cheio em acreditar em um projeto tão lindo e tão meticulosamente trabalhado! HI-FI RUSH se torna de longe um dos jogos mais divertidos e empolgantes, capaz de te prender de uma forma única e ao mesmo tempo familiar, quem já jogou Patapon, Guitar Hero e até mesmo jogos como DMC, aqui em HI-FI RUSH você basicamente encontra esses 3 jogos de uma forma unida e divertida. Além disso a Microsoft aposta em uma dublagem maravilhosa que aproxima ainda mais os jogadores de uma obra tão única! Sem falar dos gráficos, em uma época aonde gráficos precisam ser cada vez mais realistas, em HI-FI Rush você basicamente joga um desenho animado como se você vivesse a hera de ouro do cartoon network. Em uma mistura de exageros, golpes, trilha sonora e varias piadas, temos aqui talvez uma das maiores surpresas dos últimos 05 anos! Um jogo para todas as pessoas, todas as idades, aonde finalmente ele te trás a boa e velha sensação apenas de se divertir o que realmente todos os jogos deveriam fazer!",2,4,0.5
Burnie,http://www.metacritic.com/user/Burnie,"Jan 26, 2023",10,Positive,"This game is 100% worth it, quirky characters, fun and easy to pick up. The combat handles a lot like Devil May Cry, with a twist of rhythm. The game offers plenty of options in terms of combat style and combos. It's very easy on the pc, there is no lag or major glitches/bugs, that make the game annoying to play, just all out very enjoyable and recommendable.Thumbs up guys!",2,4,0.5
meupaunasuamao,http://www.metacritic.com/user/meupaunasuamao,"Jan 26, 2023",10,Positive,se vc é um sonysta que veio aqui da review bomb vc é um lixo imprestável,2,4,0.5
Manolo1232288,http://www.metacritic.com/user/Manolo1232288,"Jan 26, 2023",10,Positive,"Un gran juego.Es un sistema de juego innovador, me encanta la mezcla de rito y peleas, es difícil acostumbrarse pero da mucha satisfacción combinar el ritmo con los ataques",2,4,0.5
Erick3gm,http://www.metacritic.com/user/Erick3gm,"Jan 26, 2023",10,Positive,"Excelente juego, si estas buscando algo ligero y te gusta el ritmico en verdad lo recomiendo, música muy buena, combos buenos, jugabilidad buena, su arte es magnifico y en español latino, cuyo doblaje logra capturar la escencia de sus personajes quienes son buenos personajes y ninguno de ellos se siente de relleno. Sin duda el mejor juego de lo que va de año",2,4,0.5
AlitoxD,http://www.metacritic.com/user/AlitoxD,"Jan 26, 2023",10,Positive,"Un gran juego de 10, la notas negativas de los demas es solo envidia y no compran el juego.",2,4,0.5
OnlyOneHere,http://www.metacritic.com/user/OnlyOneHere,"Feb  7, 2023",2,Negative,"This game has an interesting concept and world with robots and music. Other than that, this game is nothing more than a generic indie hack and slash game. The greedy developers were too cheap and lazy to continue making AAA games, so now they resort into making mobile games. There are so many games like this in the indie market, so why should I be impressed with this generic indie-quality piece of garbage? It's so overhyped. Had this been Rockstar or Naughty Dog selling this game for $30, the narrative would've been so different. The framerate is horrible during cutscenes in a pathetic attempt at keeping the budget low. This whole ""art style"" stuff is just an excuse for developers to be cheap and lazy. This game tries too hard to be funny. 2004 wants its humor back. Running animations are cringeworthy. There is no multiplayer. So once you beat the story, there is literally not a reason to play this game again. Although this game is not a cash grab as it's just $30. That's one thing the developers got right. If you are going to give me half the game, it better be half the price. Nintendo would've charged $60 for this indie trash. Although I do not feel this is worth $30, as this is literally just a generic indie or mobile game. Boring and repetitive game with lack of content. I would recommend until the price drops to $10 or less before purchasing this game.",1,2,0.5
Mrlewisandrews,http://www.metacritic.com/user/Mrlewisandrews,"Jan 26, 2023",9,Positive,Such a fun game to play !! I’m 10 hours in and it’s been an absolute blast,1,2,0.5
BugagaTV,http://www.metacritic.com/user/BugagaTV,"Jan 26, 2023",9,Positive,"Неожиданный сюрприз в 2023 году. Все ждали Ивел Визин 3 и расстроились когда увидели анонс. Но все кто решил поиграть в игру сам, были очень удивлены. Перед нами оказался первый в индустрии ритм слешер.",1,2,0.5
Hiphopy,http://www.metacritic.com/user/Hiphopy,"Feb  6, 2023",0,Negative,I was never into this type of game but this is really an exciting game genre that I have missed my whole life. Really love this game. I'm half way into it and it is so good. The combat mechanics are so satisfying.,1,2,0.5
Aleksey_kon,http://www.metacritic.com/user/Aleksey_kon,"Jan 26, 2023",9,Positive,"unexpectedly, at the presentation they released a good game right away, without announcements, communication, transfers. the game combines 3 genres: rhythm game, fighting game and platformer.",1,2,0.5
