source,link,date,grade,scoreType,text,upThumbs,totalThumbs,helpfulness
mishamavashi,http://www.metacritic.com/user/mishamavashi,"Feb 28, 2023",0,Negative,"The most cringe-worthy protagonist in the world, horrible graphics, lack of plot, the worst game of the year is just not worth a single penny, even for free to play this solid mockery of man",1,1,1.0
ThePl4yer,http://www.metacritic.com/user/ThePl4yer,"Feb 26, 2023",0,Negative,"This game is just bad. Real bad. Dont use 70$ for a bad experience. Plot like **** randomly, no logic and the plot twist is like my ass. Frey- main character maybe one of the most hated character I have ever seen. The map is trash, imagine play in a fukin sahara and kill some zombie by spaming skill. In conclusion 0 point for this game.",1,1,1.0
valosagutas,http://www.metacritic.com/user/valosagutas,"Feb 11, 2023",0,Negative,"it's a great game to risk your RTX 4090 broken due to **** optimization by playing as a woman who says ""f***"" every time she spins like a beyblade. bruh even I didn't use the f-word that much when I was a kid. is it what being a woman supposed to be? she is not cool, she is not a decent person, she is some teen BS so who would want to play as her unless you are feminist woman who believe acting like tough beta guy is what a woman should be? though yeah if I was on my period and had to spin like a beyblade I would say **** everytime so IDK developers should add chocolate that she can eat to make her stop being a toxic monster or something :DDD the map is like randomly generated by an AI. its all nature and nothing to find so no exploration. you just have to be sonic and travel fast A from B and C and attack like sonic who have craftopia combat style the plot is not convincing me to genocide all the poor souls around the world. I got the impression that you play as the evil creature and these good souls desperate to protect their family and their deer life from such an evil beyblade you are :DDD after I played this game I felt so corrupted I took a shower with holy water and went to church to get rid of my sins :DDD. this video game is not for a sane man at all. play this only if you are a toxic evil woman who deserves to be burned alive by witch hunters :DDD",1,1,1.0
Criric,http://www.metacritic.com/user/Criric,"Feb  7, 2023",0,Negative,"Я не представляю, как эта игра вообще смогла выйти в свет. Игра ужасна во всех смыслах, это, вероятно, худшая халтура за многие годы. Начну с того, что бросается в глаза с первого взгляда: с графики. Она не просто плохая, она действительно ужасная. Это уровень игр 2014-15 годов, но никак не 2023 года. И ладно бы при такой графике она требовала бы столько же, сколько и они. Но нет, эту убогую игру еле вытягивают карты 40-ой серии... В некоторых областях фпс падает просто катастрофически. У меня не просто ощущение, нет, я знаю, и все мы знаем как факт, что в игре нет абсолютно никакой оптимизации. Даже намека на нее.Что у нас дальше? Ах да, сюжет...)) Сюжет))) Боже))) Будет невероятным комплиментом назвать ЭТО сюжетом) Абсолютно пустые и даже кринжевые диалоги, пустые персонажи, обилие стыдной повесточки, ну и вишенка на торте: неимоверно бесячий и тупой главный герой (геройка?), паталогический нытик и эгоистка с ужасным топорным чувством юмора, которая на всё реагирует неуместным матом. Сам сюжет до ужаса вторичный, а наратив просто смешон: вместо катсцен с диалогами, операторской съемкой и так далее — статичные стеклянные статуи людей, которые обмениваются звуковой информацией (речью я это назвать не могу), а игроку предлагают слушать всю эту тягомотину по несколько минут и так 15+ раз за игры. Мммм, класс (нет)Может быть весь этот ужас перевесит интересный геймплей?) Нет)) И здесь разработчики наделали в штаны: играть в это абсолютно неинтересно, карта пустая, нет никаких точек интереса, кроме ""лабиринтов"" формы прямой кишки, где в конце нас ожидают одни и те же соперники, нет адекватных сайдквестов и заданий, кроме как ""ыы пойди убей монстров где-то там/ыы а теперь убей чуть больше монстров, но вот там/ыыы вот тут на полу мана валяется, собери ее ыыы"", нет никакого желания изучать мир этой игры, он просто пустой, как и сама игра.Вердикт: провал года, пустая трата времени и денег, наглая халтура и тревожный звонок игровой индустрии.",1,1,1.0
Sarkton,http://www.metacritic.com/user/Sarkton,"Feb 23, 2023",1,Negative,One wordCashgrab that's what the game isHoly **** its so bad yhe story is **** the gameplay is piss easy i absolutely hate it and don't to talk about it again,1,1,1.0
Razrback16,http://www.metacritic.com/user/Razrback16,"Feb 11, 2023",0,Negative,"I see you deleted my review, Metacritic, to protect the wokesters. Well here it is again, and I'm dropping the numerical rating score further as a punishment for your censorship. I'll save it as a text file this time too to make it easier to copy / paste if you delete it again - I'll start checking daily to make sure you didn't delete it. Game is an absolute disaster. I ended up refunding it on Steam. Awful performance on PC - no optimization. The game is woke as heck - cringey dialogue, awful main character. And you should really take a look at some of the graphics comparison vids I've seen out there showing Forspoken alongside Assassin's Creed Unity (from 2014) and Unity just blows it away which is crazy considering its age. Save yourself money and avoid this game.",14,15,0.9333333333333333
melipa,http://www.metacritic.com/user/melipa,"Jan 26, 2023",1,Negative,all in all a terrible game.Childish story. Boring and unlikable Character. Empty world. Stupid story.,13,14,0.9285714285714286
Carda1972,http://www.metacritic.com/user/Carda1972,"Jan 26, 2023",1,Negative,"80 euro for this unoptimized mess of a game. Thank goodness steam has a 2 hour refund policy which I gladly used. 5950X/3090... turn camera, frame drops, camera change, frame drops, starting a 'cinematic'... frame drops. Remember crysis in 1985?  This is 10 times worse... avoid",12,13,0.9230769230769231
Joshua100605,http://www.metacritic.com/user/Joshua100605,"Jan 26, 2023",1,Negative,"Wow I’ve seen the exact same comment on the game word for word by different accounts on here giving it a 10, review bombing clearly works in favour of bias!",12,13,0.9230769230769231
PeacePuppy,http://www.metacritic.com/user/PeacePuppy,"Jan 26, 2023",0,Negative,"I’m sure the sheepsies will call me “racist, sexist, a bigot and/or a colonizer” but this game is absolutely horrific. It’s bland, aimless, cringe and cheap. The graphics are of the lowest quality they felt was necessary to sell it to the basic people they were targeting with the identity politics-laden story and character design.The battle system is derivative and shallow, with poor animation work; to boot. If they want to make an identity politics game, in the world that exists today; they will find themselves going bankrupt and losing money over and over again. This is yet another example of “go woke, go broke”. Or should I say, go “ForWoken” get “ForBroken”? The price is certainly right.Like that cringy, “Lost Boys Imaginary Food” fighting, identity politics girlfriend in God of War: Wöknarok, this game can be sent to the trash bin, where it will be good friends with “The Wokest of Us 2” and the entire streaming slate from Marvel for all of Phase 4.Preorder Hogwarts Legacy, instead of wasting your hard-earned money on a dumpster-fire like Forspoken. Peace! ✌️",10,11,0.9090909090909091
Acrofilo,http://www.metacritic.com/user/Acrofilo,"Jan 27, 2023",0,Negative,"If you give even one cent to this greedy developers you are supporting the silly agenda that we all suddenly need 4 grand GPUs to run regular games.Actually, regular is a compliment for this bottom-of-the-barrel boring ""game"". It is a rather lame and ineffective tech demo.",8,9,0.8888888888888888
Garsupial,http://www.metacritic.com/user/Garsupial,"Jan 26, 2023",1,Negative,"High price for an unoptimized port and mediocre game. If you are interested buy it very discounted. It's a mix of something modern, with situations from old games era. For as much fun as it can be, is overshadowed by its biggest flaws.",8,9,0.8888888888888888
Andrudis,http://www.metacritic.com/user/Andrudis,"Jan 26, 2023",4,Negative,"Another below average game with dull story and uninspiring open world. Combat is more or less fun, but with limited number of enemies become boring very soon. Too overpriced for what it offers.For an indie game with -50% price tag and after some performance optimization it could be 8/10, but for an overpriced AAA - it is a safe skip/refund.",14,16,0.875
Tubey,http://www.metacritic.com/user/Tubey,"Jan 27, 2023",3,Negative,"First game I've refunded on Steam that wasn't outright broken, because I didn't buy it to play a cut scene simulator.  Which is a shame as I had this wishlisted forever since the Project Athia demo and expected good things, thinking they'd have elaborated on the foundation of Final Fantasy 15. They didn't. I only played it an hour and a half and I was done - what limited combat I was allowed to take part in was god-awful (if you played the Harry Potter Deathly Hallows games back in the day, where it's a third person shooter? Yeah, that. Fun.), the writing is interminably bad with an extremely irritating protagonist. The world building seemed encouraging enough, Athia wasn't terrible (as a world; the x-ray vision and stupid 'open world' tropes of collecting for the sake of collecting is paint-by-numbers dull), but not enough to pull anyone in because of the obvious other flaws. Because yeah, the real killer was the non-stop fade to black for cut scenes, every 10 seconds, over and over and over and over again. Unplayable. Had to refund as can't reward this game design - it's padding, nothing less than pointless padding. Also, it's unoptimised to a funny degree. I have a 3090 and 32GB RAM, 12900K (not bragging obviously but have to give context), game still stutters along like crazy on everything over medium settings. Awful, just awful.",7,8,0.875
Im_just_playing,http://www.metacritic.com/user/Im_just_playing,"Jan 26, 2023",1,Negative,"I honestly cannot believe this game was made. Poorly optimized, graphics from PS3/Xbox 360 era, no art style, an awful protagonist, and boring gameplay. A story is comparable to Velma at best. Congratulations, Square Enix, and the development studio that I forgot the name but I don't care. You've made one of the worst video games in the existence of mankind.",12,14,0.8571428571428571
nix1331,http://www.metacritic.com/user/nix1331,"Jan 26, 2023",4,Negative,"What a disappointment.-Terrible optimization for PC, but maybe one day it will be good...poor ps5 people will be stuck with terrible resolution and fps forever.-The writing is not very good, they make a lot of jokes that fall flat (we are making jack and jill went up the hill jokes in 2023? really?) Everything has to be told to you at least 10 times, but generally far more....did you hear about the corruption, we only told you about it 36 times by now.The main character is very inconsistent: she spends the first part of the game being a terrible person and treating most people badly and then has the audacity to say she thought she was being the hero...did they cut a portion of the game and forget about this line? -The gameplay can be fun, but it is so brain dead easy even on the hardest difficulty in late game, they should add at least 2 more difficulty levels and not with just more health on enemies, but actual challenging ai",6,7,0.8571428571428571
nvmypwr,http://www.metacritic.com/user/nvmypwr,"Jan 26, 2023",0,Negative,"Terribly unoptimized, looks like a PS4 game, HORRIBLE voice acting, no reason to care about any location or character. The fight mechanics aren't great but they're the only decent thing in this game. The main character constantly curses and has ZERO depth.",11,13,0.8461538461538461
Udorama,http://www.metacritic.com/user/Udorama,"Jan 26, 2023",0,Negative,"This game is bad, really bad, seriously. I don't even know how many days you need to live without any game.. Or how yung and how low your experience in video-games must be to provide this game to 10/10, or simple take pleasure playing it, are u guys kidding me? A game developted on FFXV (wich have better graphics) engine, maded only for next-gen console and GPU's who have like.. 10% of all people, with so poor perfomance anyway? And it looks like the game from 7th gen consoles, gameplay like free-to-play game for mobile! Jesus, this is real scum. Don't buy it, don't even look at it!",11,13,0.8461538461538461
BruceLeeNagato,http://www.metacritic.com/user/BruceLeeNagato,"Jan 26, 2023",0,Negative,Why does the game feel like it was AI generated and runs so poorly??? The graphics are not even that good to justify the poor performance.,10,12,0.8333333333333334
tittren,http://www.metacritic.com/user/tittren,"Jan 26, 2023",2,Negative,"Let's be honest. Everyone knows this game is bad. Its not terrible, but its far from good. Story, Character, Dialogue are bland and cringe. The world is empty, the graphic overall is lackluster and, besides of the Magic spells, nothing excuses the horrible PC port.The Combat is fine but still kinda bland and repetitive. The same goes for ""bosses"" and the enemies. They have like 0-brain-AI and even on ""Hard"" difficulty you just spam stuff and thats it. BoringThe parkour could have been good. Really. But it just feels not good enough. Its not like moving through the world as Spiderman. Its just Fast, but it doesnt flow as good as people make it to be Now to all those ""10"" who keep calling the honest reviews fake: We all know that these 10-Rating are fake reviews from butt-hurt delusional people who were like: **** I just spend 80€ on this low-tier game, but I don't want to admit it. That's why I run around this boring world and act like its a masterpiece. No its not. The difference between you and me is that I am honest. I accept when I purchased something stupid.",10,12,0.8333333333333334
Yankee_LFM,http://www.metacritic.com/user/Yankee_LFM,"Jan 27, 2023",0,Negative,"Unoptimized, cringe, not fun. Repetitive world design and repetitive enemies! Bad story overall. Stay as far as you can.",5,6,0.8333333333333334
Sixgate,http://www.metacritic.com/user/Sixgate,"Jan 27, 2023",0,Negative,"This really does have potential to be the worst game square has ever made. Boring, clunky, uninteresting combat, cringey dialogue, and in classic “AAA” fashion… released unfinished and buggy. Anybody telling you this game is good is trolling. Any critics giving this game green scores are paid to do so. Trash game",5,6,0.8333333333333334
Ozef,http://www.metacritic.com/user/Ozef,"Jan 27, 2023",0,Negative,"boring gameplaypoorly optimizedthe story is so lamegraphics is not next genempty worldsPS : dont buy this crap game wait for sale!",5,6,0.8333333333333334
Priyanshu_1998,http://www.metacritic.com/user/Priyanshu_1998,"Jan 26, 2023",2,Negative,"Played this game for 3 hours, so i can say that this game is terrible in every part be it writing,game design, cinematography(cutscenes) and optimization, its a unfinished product with some annoying development decisions like  akward silence during communications, fade to black transition and movement restrictions during conversation... The only thing i like about this game is the particle effects and parkour for that reason only i am giving it a 2*, remove this two aspects from the game, then this game doesnt deserve and *",5,6,0.8333333333333334
RedSyl,http://www.metacritic.com/user/RedSyl,"Jan 27, 2023",0,Negative,"Beaucoup trop cher pour un jeu vide comparé aux attentes, downgrade graphique important, et Denuvo",5,6,0.8333333333333334
calvinl345,http://www.metacritic.com/user/calvinl345,"Jan 27, 2023",0,Negative,"This is quite literally the worst game I've seen. Each year the Worth a Buy YouTube channel chooses the worst game of the year in December. It's January, this we already have a clear winner. Everything from the choice of character to the dialog & combat was awful.",5,6,0.8333333333333334
NIKFXR,http://www.metacritic.com/user/NIKFXR,"Jan 28, 2023",0,Negative,AHAHAHAHAAHHAAHHAAHHAAHHAAHHAAHHAAHHAAHHAAAHHHAAAHHHAAAHHHAAAHHHHAAAAHHHHAAA:),5,6,0.8333333333333334
NightBossman,http://www.metacritic.com/user/NightBossman,"Jan 26, 2023",0,Negative,"Podsumujmy: - Śmiesznie niearealistyczna cena- Brak języka polskiego- Kosmiczne wymagania, a przez to...- Okropna optymalizacja- Antypatyczna ""edgy"" protagonistka- Dialogi pisane przez kogoś na poziomie emocjonalnym dwunastolatka. Ciężko znaleźć jakikolwiek dobry powód aby w to zagrać. Mnie osobiście nawet dema nie chciało się dokończyć, tak bardzo się męczyłem.",9,11,0.8181818181818182
2ofCups,http://www.metacritic.com/user/2ofCups,"Jan 26, 2023",0,Negative,"The Epitome of ESG and WOKE SJW Intersectional-Feminism. That is why this game fails on every conceivable level.",13,16,0.8125
veckans,http://www.metacritic.com/user/veckans,"Jan 27, 2023",2,Negative,"Very old and outdated graphics, terrible performance, unlikeable main character, poorly written dialogues, poor voice acting, generic and repetitive game world and the list goes on. This is very far from a good game and the only good thing I have to say about it is that direct storage-technology have finally arrived in a game which will hopefully mean a lot for future games.",4,5,0.8
Pmstz,http://www.metacritic.com/user/Pmstz,"Jan 30, 2023",5,Mixed,"This game is an average and tasteless open-world (Gameplay/fight is nice and fun) (Worst intro/tutorial ever) BTW, the game doesn't deserve  a red notation. Its not an absolut garbage, don't listen those guys.",4,5,0.8
RageGameing,http://www.metacritic.com/user/RageGameing,"Jan 26, 2023",0,Negative,Bad story bad combat empty world spongy fights side quest are bad I would not buy save the 70 dollars,11,14,0.7857142857142857
Aday_TF,http://www.metacritic.com/user/Aday_TF,"Jan 26, 2023",0,Negative,El videojuego es horrible. esta roto y muy mal optimizado. te pide graficas de generacion alta para correrlo a graficos altos sin tener graficos de next gen como nos vendieron en el trailer. Mi nota es un 0,11,14,0.7857142857142857
helladarionx,http://www.metacritic.com/user/helladarionx,"Jan 26, 2023",0,Negative,"Jogo feminista e lacrador, é essa nojeira e imundice de lacração do inicio ao fim. jogo insuportavel, nao existe mais 1 jogo decente sem essa imundice de feminismo e lacração",11,14,0.7857142857142857
Takan0me,http://www.metacritic.com/user/Takan0me,"Jan 26, 2023",0,Negative,"The game would be considered decent if it was an Indie game, priced at a max of 40$, but considering it is a AAA game, marketed as aiming for the best graphic, this is absolute trash if we look at optimization and quality. This can be called a flop even if it was an Indie game",11,14,0.7857142857142857
Altheimos,http://www.metacritic.com/user/Altheimos,"Jan 25, 2023",0,Negative,"Ох. Давно я так сильно с игр не горел. ""Прошел"" форспокен, смотря стримы DeadP47. Такого лютого дерьма я давно не видел. Теперь по фактам.1. Персонажи говны.Главная героиня по всем канонам нынешней повестки нигерша, к тому же ""особенная"". Абсолютно все персонажи крайне бесят в своей тупости, лицемерии и убогости. За пример идти вообще не буду. 3 или 4 шлюхи поссорились и призвали демона. Они его победили, но не победили. Этот самый демон стал браслетами и прикрепился к каждой из этих сук, начав сводить их с ума. Как думаете, эти самые шлюхи, которые являются по совместительству правителями своих земель сделали хоть что то, чтоб уберечь своих подданных? Они их предупредили о том, что сойдут с ума? Нет! Нихуя подобного! В игре же из уст ГГ прозвучало примерно следующее ""Они являлись просто жертвами, а виноват демон"", при том, что именно они его и призвали!2. Логика говны.Тут все просто. Эти браслеты, являющиеся фактически частями демона сводили обладателей с ума. Это правило разрабы сами же и нарушили, показав гг во время сцены после титров, которая спокойно себе живёт с таким браслетом и даже с ним разговаривает. Так же логика вышла из чата потому, что у гг мать и отец белые, но при этом сама ""героиня"" является нигершой. Мать вместо того, чтоб отдать свою дочь отцу, просто выкидывает её в портал. В рандомное место и рандомное время. Попав в детский дом ещё младенцем гг получила имя. Замечу, что она могла получить абсолютно любое, хоть жопа залупина, но при этом эта сука выдает следующее ""так мать меня назвала в ее/его честь"", или что то в этом духе. И так со всем!3. Оптимизация и графика говны.Даже на 4090 ФПС порой падал до 57 кадров + фризы и другого рода говно. Эти партикли вообще бесполезны, хоть они так ими коечились. Можно было сделать куда красивее и менее ресурсозатратно. Графика хуже, чем в атсасине юнити, но это уже мем.4. Сюжет говны.Как и заведено в деловых дерьмоиграх/дерьмоаниме у нас тут гребаный исекай. Бомжиха бросила своего кота и исекайнулась в какой то фентезийный мир. Ее сразу все начали облизывать, мол какая она особенная и необычная, и так далее и так далее. По факту что мы имеем?1) Сплошные плоские клише про избранную/особенную/единственную и неповторимую.2) 12 глава просто зашквар. Все, из чего она состоит, так это из ""слезовыжималок"" и убогой экспозиции, чтоб отбелить боссов игры, мол ""они лишь жертвы, в во всем демон виноват. Такие они хорошие"" и не учитывая того, что именно эти бабы виноваты в смерти их мира.P.S. Эта игра идеально показывает то, что женщины у власти приведут цивилизацию в упадок, если не к полной аннигиляции, после чего перекинут всю вину на кого либо, лишь бы самим не отвечать за свои действия. Демон это топовый персонаж, хоть и главный злодей. Ему я импонировал куда больше, чем надменной суке.",11,14,0.7857142857142857
Dovahkiin314,http://www.metacritic.com/user/Dovahkiin314,"Jan 25, 2023",1,Negative,"Got this game for free and I still hate it. My pc can run red dead redemption 2 at the second highest graphics at 60fps and cyberpunk 2077 at high graphics 60+ fps but can't run this game on default graphics. Wanted to at least try out the combat and parkour but as soon as I got the other world, my frames dropped to 20-30 fps. The game doesn't even look good so why's it use so much? Don't waste your money unless you've got a top of the line pc.",11,14,0.7857142857142857
Ajid099,http://www.metacritic.com/user/Ajid099,"Jan 26, 2023",2,Negative,"game graphic is bad, dont know why its got high minimum setting, proly bcs its huge map area renderi like the combat its good but the game still feels empty tho and idk why",11,14,0.7857142857142857
Ethiniel02,http://www.metacritic.com/user/Ethiniel02,"Jan 26, 2023",0,Negative,I never see a so bad optimized game ..... really  a shame .... Worst than FF15 .... yes it's possible ..... Wait for update,14,18,0.7777777777777778
Zer0TheHer0,http://www.metacritic.com/user/Zer0TheHer0,"Jan 27, 2023",0,Negative,stupid camera position ruins the game. Put the character in the center!!!!!,7,9,0.7777777777777778
Archmrn,http://www.metacritic.com/user/Archmrn,"Jan 28, 2023",1,Negative,"Worst graphics I've seen in any game that released last 10 years. Some textures even worse than in a game that was released almost 15 years ago (Fallout 3).Optimization had zero effort - stutters and FPS drops everywhere even on recommended specs. Prologue is utterly stupid and doesn't make any sense. Why don't you just made her steal bracelet without half of an hour of a ""story"" that has zero impact on game? Combat is fun, I give score ""1"" just because of that, but that funny decision of removing FOV settings because of 10000% draw distance so at least some FPS will be present? Mm-kay, but how do I see enemies attack flash if only I can see because of this tiny FOV is their belly?",3,4,0.75
Impeldownghost,http://www.metacritic.com/user/Impeldownghost,"Jan 27, 2023",3,Negative,"Great idea for a new IP, unfortunately bad optimized for his launch nothing different from the demo and really downgrade of what we see on the trailer, forspoken will need a lot of help to run properly, even after said this game was made for PS5 it doesn't even run properly on the PC or the console.",3,4,0.75
SahinTate,http://www.metacritic.com/user/SahinTate,"Jan 27, 2023",0,Negative,The bigger joke other than the main character and the dialogues is the price for this game. This game is not worth downloading even if it was for free,3,4,0.75
11Anks,http://www.metacritic.com/user/11Anks,"Jan 27, 2023",0,Negative,"A very disappointing game in all respects - animation, art direction, cinematics, environment, mood, tone, dialogue, and story progression. The dialogue is the main highlight and seems to represent the nadir/lowest point of video games. Just even hard to imagine how the developers and the team of ""all-star"" writers could think that this game could be successful by any means. But this review is only for the developers and the writers and not the actor who voiced  Frey. Instead, I would like to commend Ella Balinska (the voice actor) for keeping up with and voicing the extremely unlikable and unsympathetic dialogue crafted by the developers and the team of ""all-star"" writers. Forspoken is a masterclass in how not to make video games. The developers should take lessons from A Plague Tale series, Red Dead Redemption series, God of War (2018 and Ragnarok), The Last of Us series, Halo series, and indie titles (Hollow Knight, Ori, Tunic, Stray, etc.) on constructing impactful video games.",3,4,0.75
Fatmandu,http://www.metacritic.com/user/Fatmandu,"Jan 26, 2023",0,Negative,I think the main character is quite attrractive but should have been in more revealing outfits,13,18,0.7222222222222222
CyberDNA13,http://www.metacritic.com/user/CyberDNA13,"Jan 27, 2023",0,Negative,"This game should have been called Forbroken.. They Promised SO MUCH and delivered something that felt like rushed and ""just release it already"" game. NEVER trust Square Enix anymore. Definitely not preorder. Feel bad for those who paid $70 for this pile of crap.",5,7,0.7142857142857143
hyeryong,http://www.metacritic.com/user/hyeryong,"Jan 27, 2023",0,Negative,Forspoken looks like a cheap game.Play and graphics worse than Anthem. At least Anthem was good with graphics.,5,7,0.7142857142857143
K4rma65,http://www.metacritic.com/user/K4rma65,"Jan 26, 2023",0,Negative,"Asco total, y así decían que sería el mejor juego mundo abierto con los mejores gráficos? Hermano vayan a terminar los final fantasy mejor.",5,7,0.7142857142857143
darkhulk,http://www.metacritic.com/user/darkhulk,"Jan 27, 2023",0,Negative,"Looks like a poor indie game, and they want to sell at full price its laughable, dont but this game",5,7,0.7142857142857143
lumzero,http://www.metacritic.com/user/lumzero,"Jan 27, 2023",0,Negative,"Made an account just to warn others not to lose your money like I did. The dialogue feels like straight out of some Deviantart fanfiction, I've had headaches running the game properly and I had barely moments where I was really enjoying the world. Overall, I never thought a game would prompt me to write a bad review but here we are.",5,7,0.7142857142857143
oBerniee,http://www.metacritic.com/user/oBerniee,"Jan 27, 2023",0,Negative,"amazing how square enix has gone down so much in such a short time, this game is a complete shame",5,7,0.7142857142857143
deavonb,http://www.metacritic.com/user/deavonb,"Jan 27, 2023",0,Negative,"Just awful in every way. Go install UE5 and run their free tech demos and you will have a funner time than this game. When people say this game is cringe, they mean it 100%. Your ears will be bleeding from listening to this corporate teen soap opera. Impossible not to see at every moment in this game that it was designed by a corporate board room committee.",5,7,0.7142857142857143
OCDgamet,http://www.metacritic.com/user/OCDgamet,"Jan 27, 2023",0,Negative,"Don't waste your money on hot trash like this, definitely not worth the price and I wouldn't play this even if it was free. The dev is putting out worse and worse games every release",5,7,0.7142857142857143
luvig433,http://www.metacritic.com/user/luvig433,"Jan 27, 2023",0,Negative,Very poor game. Extremely disappointed in this one. Terrible protagonist and horrible combat gameplay.,5,7,0.7142857142857143
Tyronom,http://www.metacritic.com/user/Tyronom,"Jan 25, 2023",0,Negative,Childish story. Boring and unlikable Character. Empty world. Stupid story...,14,20,0.7
osniops,http://www.metacritic.com/user/osniops,"Jan 25, 2023",0,Negative,This doesn't look like it required an RTX 3070 max at 1440 30fps . And for ultra 4k they want you to use a 4080 16 and 32gb ram .,14,20,0.7
sumsulk,http://www.metacritic.com/user/sumsulk,"Jan 25, 2023",0,Negative,"Unfortunately, Metacritic does not have a page for the PC Demo unlike for the PS5 which it does, so I will leave my review of the demo here I was excited for the game when it was announced in 2020 and was actually thinking about buying it, however as time progressed and we got to see much more gameplay footage I came to realize that the game was becoming barebones as time goes on and this was verified when I played the demo released on Steam. Starting with the performance issues it is abysmal, there is no reason for this game to suck up 10 - 12GB of VRAM during gameplay and for some reason, there are these huge random pauses for 3-4 seconds. It is way worse than your individual stutters that were prevalent in the recent releases of The Callisto Protocol. Keep in mind I am running this game on an RTX 4090 paired with a 5950X at 1440p. I locked the FPS to 60 just to see if that would mitigate it and still no hope. Clearly, the devs have skimped on optimization. This is even confirmed when the recommended GPU is an RTX 3070 which is a high mid-range GPU. Moving onto gameplay, at best it's meh. It's nothing special or actually interesting while the game does give you the ability to switch between some sort of sword and range attack magic it just feels bland and boring. This isn't supported by the fact that the world is so desolate and empty with the occasional enemy NPCs here and there, I feel like Square Enix designed the world first and just sprinkled enemies randomly toward the end when they felt like they were rushing to meet the deadline. I won't speak for the story as this was just the demo, but I will finally point out that the bracelet thing is extremely annoying. Overall don't pick this game up right now, especially given the price point is $70 (US) feels like an absolute scam. Wait for a year or so for the bugs to be ironed out and sales to kick in. I feel like the game would probably be a decent buy for $25 ish but even that's asking for a lot",14,20,0.7
afroman123456,http://www.metacritic.com/user/afroman123456,"Jan 25, 2023",1,Negative,"extremely unoptimized, voice acting is terribleyou know the game is terrible when dev themself give you an option in menu to cut protagonist dialogue lol",7,10,0.7
